timestamp,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
28,-0.05800027400255203,0.0047890134155750275,-0.01915605366230011,0.7086837291717529,-9.849745750427246,1.4173674583435059
138,-0.06598196178674698,0.005853238515555859,-0.02288084104657173,0.7852981686592102,-9.86889934539795,1.2689268589019775
261,-0.054807595908641815,0.002128450432792306,-0.018623940646648407,0.7948749661445618,-9.859322547912598,1.2880805730819702
384,-0.05533970892429352,0.0047890134155750275,-0.017559714615345,0.6272808313369751,-9.830592155456543,1.5083470344543457
506,-0.06757830083370209,0.003192675532773137,-0.025009291246533394,0.6847416758537292,-9.84495735168457,1.4891934394836426
629,-0.05959660932421684,0.0015963377663865685,-0.020220277830958366,0.7613561153411865,-9.849745750427246,1.2832920551300049
766,-0.05959660932421684,0.003192675532773137,-0.018091827630996704,0.7182605266571045,-9.859322547912598,1.3886369466781616
882,-0.06651407480239868,-0.003192675532773137,-0.02607351541519165,0.7613561153411865,-9.864110946655273,1.2641384601593018
997,-0.05800027400255203,0.0015963377663865685,-0.018091827630996704,0.8619126081466675,-9.86889934539795,1.192312479019165
1120,-0.05533970892429352,0.001064225216396153,-0.018623940646648407,0.6991068720817566,-9.854534149169922,1.37906014919281
1257,-0.06598196178674698,0.007981688715517521,-0.02234872803092003,0.7469909191131592,-9.859322547912598,1.3646949529647827
1369,-0.05693604424595833,0.0037247880827635527,-0.01915605366230011,0.7469909191131592,-9.859322547912598,1.278503656387329
1488,-0.05587182193994522,0.00691746361553669,-0.017027603462338448,0.6991068720817566,-9.840168952941895,1.4939818382263184
1622,-0.06491773575544357,-0.0026605629827827215,-0.025009291246533394,0.6799532771110535,-9.84495735168457,1.4077905416488647
1733,-0.060128722339868546,0.003192675532773137,-0.018091827630996704,0.790086567401886,-9.859322547912598,1.3311761617660522
1877,-0.058532387018203735,-0.004256900865584612,-0.021284503862261772,0.689530074596405,-9.84495735168457,1.4460978507995605
1996,-0.06811041384935379,0.005321125965565443,-0.02288084104657173,0.7996633648872375,-9.873687744140625,1.3024457693099976
2128,-0.05374337360262871,0.0037247880827635527,-0.018091827630996704,0.790086567401886,-9.864110946655273,1.2306196689605713
2245,-0.058532387018203735,0.00691746361553669,-0.017559714615345,0.689530074596405,-9.859322547912598,1.436521053314209
2354,-0.06704618781805038,-0.006385351065546274,-0.025541404262185097,0.7230489253997803,-9.888052940368652,1.2545616626739502
2485,-0.056403931230306625,0.017559714615345,-0.015963377431035042,0.8331822156906128,-9.921571731567383,1.3263877630233765
2613,-0.056403931230306625,-0.003192675532773137,-0.020220277830958366,0.5602431893348694,-9.835380554199219,1.4508862495422363
2722,-0.0862022414803505,-0.46453428268432617,-0.025009291246533394,2.9161376953125,-75.34552764892578,0.08619125932455063
2862,-0.0047890134155750275,0.18730363249778748,0.02766985446214676,7.666234016418457,-118.01020050048828,1.8052281141281128
2971,0.377799928188324,1.0636930465698242,-0.21550558507442474,6.244078159332275,-119.16899871826172,1.3694833517074585
3091,0.9349218010902405,1.0152708292007446,-1.017931342124939,5.142745018005371,-121.9749984741211,-0.6799532771110535
3214,0.4310111701488495,0.11600054800510406,-1.3292171955108643,-2.451662540435791,-117.17223358154297,-6.560112476348877
3337,-0.3309740424156189,-1.8517518043518066,0.11600054800510406,-7.053318023681641,-97.55892944335938,-1.4269442558288574
3460,0.4698554277420044,-1.6734941005706787,0.7587925791740417,0.569819986820221,-91.07064056396484,-0.5650315880775452
3583,0.2761664092540741,-1.2653636932373047,-0.32299232482910156,2.3319525718688965,-90.32844543457031,-6.2632317543029785
3713,-0.12451434880495071,-1.3499696254730225,-0.09311969578266144,-4.218583583831787,-89.08824157714844,-1.3311761617660522
3842,0.26924896240234375,-1.4723554849624634,0.17985405027866364,0.7709329724311829,-89.11697387695312,-3.7684733867645264
3973,0.08460589498281479,-1.722448468208313,-0.11493631452322006,-1.7525556087493896,-56.09135818481445,-2.298433542251587
4073,0.04895435646176338,-1.8772932291030884,0.16974391043186188,-2.695871114730835,-32.949005126953125,-4.132391929626465
4196,0.007449576165527105,-1.7517145872116089,0.10110139101743698,-0.4213795065879822,-13.378799438476562,-1.6519991159439087
4327,-0.04044055566191673,-1.613897442817688,-0.07715632766485214,-2.4660277366638184,3.2130186557769775,-1.50355863571167
4456,-0.005321125965565443,-1.5681358575820923,0.09471604228019714,-0.3495534360408783,7.015010833740234,-2.1739351749420166
4579,-0.002128450432792306,-1.3542265892028809,-0.1718723624944687,-1.335964560508728,7.479485988616943,-0.31124621629714966
4687,-0.02447717823088169,-1.432447075843811,0.009045913815498352,-1.944091796875,7.402871608734131,-1.0869675874710083
4821,0.004256900865584612,-1.3292171955108643,-0.06651407480239868,-0.6847416758537292,7.383718013763428,-1.1252747774124146
4932,-0.13302814960479736,-1.3350704908370972,0.004256900865584612,-1.3742717504501343,7.8098859786987305,-0.2777273952960968
5084,0.188899964094162,-1.0844454765319824,0.0707709789276123,-0.8858546018600464,7.977479934692383,-0.1628057211637497
5193,-0.061725057661533356,-1.1259503364562988,-0.023412954062223434,-0.10534487664699554,7.6997528076171875,-1.0247182846069336
5301,-0.13302814960479736,-1.0503902435302734,-0.047890130430459976,-1.37906014919281,7.556100368499756,0.5602431893348694
5424,0.06811041384935379,-0.9668485522270203,0.026605628430843353,-0.6607996821403503,7.292738437652588,0.26336219906806946
5550,-0.09790871292352676,-1.021124005317688,-0.03139464184641838,-0.9050082564353943,6.919242858886719,-0.4165911078453064
5680,-0.07236731052398682,-0.9764265418052673,0.06438562273979187,-0.8092401623725891,6.651092529296875,0.3687070608139038
5792,0.010110138915479183,-0.8513801097869873,0.007449576165527105,-0.7565677165985107,6.445190906524658,0.40222588181495667
5923,-0.03777999430894852,-0.862022340297699,0.05001858249306679,-0.7374141216278076,5.990292549133301,-0.4165911078453064
6066,-0.08460589498281479,-0.821049690246582,0.008513801731169224,-0.45010992884635925,5.731719017028809,0.3495534360408783
6189,-0.03299098089337349,-0.7476181387901306,-0.002128450432792306,-0.5793967843055725,5.540182590484619,0.3016694188117981
6297,-0.04363323003053665,-0.7172877192497253,0.03671576827764511,-0.47884035110473633,5.348646640777588,0.3016694188117981
6426,-0.05906449630856514,-0.6795077323913574,0.03671576827764511,-0.3016694188117981,5.094861030578613,0.10534487664699554
6564,-0.047890130430459976,-0.6167184710502625,0.010110138915479183,-0.35913026332855225,4.879383087158203,0.24899697303771973
6701,-0.03618365526199341,-0.5815989971160889,0.06544984877109528,-0.5171475410461426,4.5825018882751465,0.17717093229293823
6809,-0.060128722339868546,-0.5533970594406128,0.0521470308303833,-0.06224924325942993,4.390965938568115,0.15322890877723694
6961,-0.05959660932421684,-0.5055069327354431,0.009045913815498352,-0.4357447028160095,4.175487995147705,0.3495534360408783
7084,-0.03139464184641838,-0.47783711552619934,0.07023885846138,-0.28730419278144836,4.060565948486328,0.40701428055763245
7221,-0.04522957280278206,-0.44112133979797363,0.06598196178674698,-0.07661445438861847,3.797203779220581,0.40222588181495667
7345,-0.035651542246341705,-0.38737794756889343,0.04522957280278206,-0.1628057211637497,3.6583402156829834,0.45489832758903503
7439,-0.023412954062223434,-0.37088245153427124,0.05321125686168671,-0.24420857429504395,3.5865142345428467,0.5985504388809204
7575,-0.012770702131092548,-0.34214839339256287,0.07555998861789703,-0.14365209639072418,3.4093432426452637,0.4836287498474121
7698,-0.018091827630996704,-0.3118179738521576,0.03671576827764511,0.06224924325942993,3.265691041946411,0.45010992884635925
7836,-0.019688164815306664,-0.2814875841140747,0.010642251931130886,-0.11971008777618408,3.050212860107422,0.3495534360408783
7959,-0.02607351541519165,-0.28255176544189453,0.05533970892429352,-0.2059013396501541,2.9688100814819336,0.40701428055763245
8068,-0.028734078630805016,-0.259138822555542,0.07555998861789703,0.10055647045373917,2.8347349166870117,0.47884035110473633
8195,-0.016495490446686745,-0.21550558507442474,0.038844216614961624,0.17717093229293823,2.676717519760132,0.4836287498474121
8327,-0.03352309390902519,-0.19634954631328583,0.03511942923069,0.05267243832349777,2.580949544906616,0.3926490843296051
8442,-0.040972672402858734,-0.17932192981243134,0.04735802114009857,0.028730420395731926,2.470816135406494,0.5363011956214905
8568,-0.011706477031111717,-0.1410098373889923,0.06066083535552025,0.11013327538967133,2.3702597618103027,0.7661445140838623
8707,0.007981688715517521,-0.11174364387989044,0.06544984877109528,0.14365209639072418,2.2218191623687744,0.47405192255973816
8832,-0.014367039315402508,-0.11067941784858704,0.06438562273979187,0.2298433631658554,2.140416383743286,0.43095630407333374
8939,-0.03352309390902519,-0.10801885277032852,0.060128722339868546,0.19632454216480255,2.0254945755004883,0.47884035110473633
9077,-0.025009291246533394,-0.0867343544960022,0.05693604424595833,0.23942017555236816,1.900996208190918,0.5650315880775452
9196,0.0037247880827635527,-0.05587182193994522,0.06119294464588165,0.16759411990642548,1.8148049116134644,0.6655880808830261
9319,0.028734078630805016,-0.027137741446495056,0.060128722339868546,0.13407529890537262,1.7286136150360107,0.47884035110473633
9431,-0.005853238515555859,-0.029266193509101868,0.08247745037078857,0.181959331035614,1.6328455209732056,0.363918662071228
9553,-0.04310112074017525,-0.026605628430843353,0.09311969578266144,0.272938996553421,1.5705963373184204,0.49799394607543945
9679,-0.02607351541519165,-0.006385351065546274,0.07822055369615555,0.26336219906806946,1.5083470344543457,0.6607996821403503
9827,0.010642251931130886,0.029266193509101868,0.07715632766485214,0.28730419278144836,1.3934253454208374,0.6943184733390808
9950,0.028201965615153313,0.03671576827764511,0.08513801544904709,0.29209262132644653,1.3024457693099976,0.507570743560791
10087,0.025541404262185097,0.03511942923069,0.09471604228019714,0.2777273952960968,1.2210428714752197,0.545877993106842
10225,0.011706477031111717,0.030330417677760124,0.1048261821269989,0.3208230137825012,1.139639973640442,0.5985504388809204
10363,0.02288084104657173,0.03937632963061333,0.11333998292684555,0.31603461503982544,1.0821791887283325,0.5123591423034668
10637,-0.006385351065546274,0.04895435646176338,0.13036759197711945,0.3016694188117981,0.9576807022094727,0.6129156351089478
10774,0.009045913815498352,0.0686425194144249,0.14473462104797363,0.33039984107017517,0.9145850539207458,0.646434485912323
10912,0.03511942923069,0.09099125117063522,0.15218418836593628,0.33997663855552673,0.8619126081466675,0.7038952708244324
11049,0.04682590812444687,0.10269773006439209,0.15058785676956177,0.35434186458587646,0.7948749661445618,0.5985504388809204
11186,0.04735802114009857,0.09684448689222336,0.16069799661636353,0.3256114423274994,0.7374141216278076,0.5171475410461426
11283,0.035651542246341705,0.08460589498281479,0.1755971610546112,0.26815059781074524,0.7182605266571045,0.5841852426528931
11406,0.02766985446214676,0.07289942353963852,0.20167066156864166,0.31124621629714966,0.6799532771110535,0.5793967843055725
11531,0.02288084104657173,0.0707709789276123,0.21550558507442474,0.3687070608139038,0.646434485912323,0.5793967843055725
11671,0.021816615015268326,0.07609209418296814,0.22029460966587067,0.3878606855869293,0.6177040338516235,0.6703764796257019
11805,0.03139464184641838,0.08300956338644028,0.22029460966587067,0.3734954595565796,0.5793967843055725,0.6847416758537292
11943,0.04576168209314346,0.08886279910802841,0.22295516729354858,0.35434186458587646,0.5315127968788147,0.6512228846549988
12080,0.05533970892429352,0.0862022414803505,0.23253318667411804,0.33039984107017517,0.5219359993934631,0.6512228846549988
12354,0.05800027400255203,0.06651407480239868,0.2788269817829132,0.3064578175544739,0.4884171485900879,0.5889736413955688
12477,0.05001858249306679,0.05427548289299011,0.299579381942749,0.33997663855552673,0.4644751250743866,0.6033388376235962
12587,0.04576168209314346,0.046293795108795166,0.3112858831882477,0.33518823981285095,0.45489832758903503,0.5937620401382446
12712,0.04735802114009857,0.044165343046188354,0.318203330039978,0.35913026332855225,0.43095630407333374,0.6129156351089478
12832,0.04948647320270538,0.04469745606184006,0.31979966163635254,0.3687070608139038,0.43095630407333374,0.6177040338516235
12957,0.054807595908641815,0.04735802114009857,0.32033178210258484,0.35913026332855225,0.42616790533065796,0.6320692300796509
13077,0.06278928369283676,0.04735802114009857,0.3245886564254761,0.3447650372982025,0.4357447028160095,0.6224924325942993
13205,0.05959660932421684,0.04203689470887184,0.3331024944782257,0.33997663855552673,0.4165911078453064,0.6129156351089478
13323,0.05321125686168671,0.03831210732460022,0.3432126045227051,0.35434186458587646,0.42616790533065796,0.5937620401382446
13446,0.04842224344611168,0.03671576827764511,0.3490658402442932,0.3687070608139038,0.4213795065879822,0.608127236366272
13580,0.04735802114009857,0.03990844264626503,0.3506621718406677,0.3926490843296051,0.4357447028160095,0.6272808313369751
13699,0.04735802114009857,0.044165343046188354,0.3501300811767578,0.3974374830722809,0.4357447028160095,0.6320692300796509
13822,0.04682590812444687,0.05001858249306679,0.3437447249889374,0.4165911078453064,0.4405331015586853,0.6224924325942993
13940,0.04842224344611168,0.05533970892429352,0.3341667056083679,0.4165911078453064,0.44532153010368347,0.6224924325942993
14059,0.04310112074017525,0.05800027400255203,0.3261849880218506,0.4213795065879822,0.4644751250743866,0.5985504388809204
14185,0.035651542246341705,0.05800027400255203,0.31926754117012024,0.4213795065879822,0.4644751250743866,0.6129156351089478
14305,0.035651542246341705,0.05800027400255203,0.3128822147846222,0.40701428055763245,0.4644751250743866,0.6033388376235962
14428,0.0345873162150383,0.05906449630856514,0.30702894926071167,0.4118026793003082,0.49799394607543945,0.6033388376235962
14551,0.03352309390902519,0.05693604424595833,0.30117571353912354,0.4213795065879822,0.5027823448181152,0.5602431893348694
14673,0.021816615015268326,0.054807595908641815,0.29000136256217957,0.4118026793003082,0.5410895943641663,0.5746083855628967
14799,0.009045913815498352,0.0521470308303833,0.277762770652771,0.4357447028160095,0.545877993106842,0.545877993106842
14933,-0.003192675532773137,0.04948647320270538,0.2639278471469879,0.4405331015586853,0.5746083855628967,0.5650315880775452
15041,-0.00691746361553669,0.05055069550871849,0.25168925523757935,0.45010992884635925,0.6033388376235962,0.5793967843055725
15164,-0.007449576165527105,0.05321125686168671,0.23998276889324188,0.43095630407333374,0.6224924325942993,0.5889736413955688
15300,-0.008513801731169224,0.058532387018203735,0.2272120863199234,0.44532153010368347,0.6655880808830261,0.6129156351089478
